question_type,question,answer,reasoning_path
pattern_d_player_position_clean,What position does ianis hagi play?,Right-half,ianis hagi --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Necdet Senturk play?,Right-half,Necdet Senturk --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Mehmet Çolak play?,Right-half,Mehmet Çolak --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does yilmaz ozlem play?,Right-half,yilmaz ozlem --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Basak Ersoy play?,Right-half,Basak Ersoy --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Hanife Demiryol play?,Right-half,Hanife Demiryol --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Kadir Keleş play?,Right-half,Kadir Keleş --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does kamber arslan play?,Right-half,kamber arslan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does volkan arslan play?,Right-half,volkan arslan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does kerem şeras play?,Right-half,kerem şeras --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does funda payan play?,Right-half,funda payan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does hilal çetinkaya play?,Right-half,hilal çetinkaya --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does gülbin hız play?,Right-half,gülbin hız --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Kemal Okyay play?,Right-half,Kemal Okyay --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does hilal başkol play?,Right-half,hilal başkol --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Ümit Yücel Eminoğlu play?,Right-half,Ümit Yücel Eminoğlu --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does kenan ozer play?,Right-half,kenan ozer --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does mehmet sığırcı play?,Right-half,mehmet sığırcı --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Mehmet Tas play?,Right-half,Mehmet Tas --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Osman Denizci play?,Right-half,Osman Denizci --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does ferhat yazgan play?,Right-half,ferhat yazgan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does buse güngör play?,Right-half,buse güngör --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Umran Ozev play?,Right-half,Umran Ozev --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Köksal Yedek play?,Right-half,Köksal Yedek --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does emrah cebeci play?,Right-half,emrah cebeci --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Emre Akbaba play?,Right-half,Emre Akbaba --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does i̇rfan kahveci play?,Right-half,i̇rfan kahveci --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Fahri Tatan play?,Right-half,Fahri Tatan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Adem Guven play?,Right-half,Adem Guven --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Muhammed Mert play?,Right-half,Muhammed Mert --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Dzhemal Kyzylatesh play?,Right-half,Dzhemal Kyzylatesh --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Tolcay Ciğerci play?,Right-half,Tolcay Ciğerci --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does levent devrim play?,Right-half,levent devrim --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,"What position does Kilinc, David play?",Right-half,"Kilinc, David --[position played on team / speciality]--> Right-half"
pattern_d_player_position_clean,What position does yüksel sariyar play?,Right-half,yüksel sariyar --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Serhat Koksal play?,Right-half,Serhat Koksal --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does yekta kurtulus play?,Right-half,yekta kurtulus --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Fatma Serdar play?,Right-half,Fatma Serdar --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does gamze bezan play?,Right-half,gamze bezan --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does fatos yildirim play?,Right-half,fatos yildirim --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does tuğba karataş play?,Right-half,tuğba karataş --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Lokman Gör play?,Right-half,Lokman Gör --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Başak İçinözbebek play?,Right-half,Başak İçinözbebek --[position played on team / speciality]--> Right-half
pattern_d_player_position_clean,What position does Zeki Korkmaz play?,Right-half,Zeki Korkmaz --[position played on team / speciality]--> Right-half
pattern_e_team_league,Which league does the team of ali osman renklibay play in?,bölgesel amatör lig,ali osman renklibay --[member of sports team]--> Ceyhanspor --[league]--> bölgesel amatör lig
pattern_e_team_league,Which league does the team of i̇brahim halil yaşar play in?,TFF Third League,i̇brahim halil yaşar --[member of sports team]--> Kirikhanspor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Güven Gürsoy play in?,TFF Third League,Güven Gürsoy --[member of sports team]--> Kirikhanspor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Bulut Basmaz play in?,turkish super league,Bulut Basmaz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of i̇lker erbay play in?,turkish super league,i̇lker erbay --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Yunus Altun play in?,turkish super league,Yunus Altun --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of deniz aslan play in?,turkish super league,deniz aslan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Murat Kayalı play in?,turkish super league,Murat Kayalı --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of gokhan emreciksin play in?,turkish super league,gokhan emreciksin --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of alper kalemci play in?,turkish super league,alper kalemci --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Murat Akyuez play in?,turkish super league,Murat Akyuez --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Erdinc Yavuz play in?,turkish super league,Erdinc Yavuz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Eren Aydin play in?,turkish super league,Eren Aydin --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Sinan Kaloglu play in?,turkish super league,Sinan Kaloglu --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of goksu turkdogan play in?,turkish super league,goksu turkdogan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Ferhat Odabaşı play in?,turkish super league,Ferhat Odabaşı --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Yavuz Eraydin play in?,turkish super league,Yavuz Eraydin --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of erol erdal alkan play in?,turkish super league,erol erdal alkan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of hasan hakan hacıbektaşoğlu play in?,turkish super league,hasan hakan hacıbektaşoğlu --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of hakan söyler play in?,turkish super league,hakan söyler --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of halil akbunar play in?,turkish super league,halil akbunar --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of çağlayan alpsatan play in?,turkish super league,çağlayan alpsatan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of muhammed ali doğan play in?,turkish super league,muhammed ali doğan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Veysel Aksu play in?,turkish super league,Veysel Aksu --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Muhammet Akyildiz play in?,turkish super league,Muhammet Akyildiz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of kemal tokak play in?,turkish super league,kemal tokak --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Köksal Yedek play in?,turkish super league,Köksal Yedek --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of çağlar şahin akbaba play in?,turkish super league,çağlar şahin akbaba --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,"Which league does the team of Kilinc, David play in?",turkish super league,"Kilinc, David --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league"
pattern_e_team_league,Which league does the team of Zeki Korkmaz play in?,turkish super league,Zeki Korkmaz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of mehmet al play in?,turkish super league,mehmet al --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Mehmet Turkmehmet play in?,turkish super league,Mehmet Turkmehmet --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of sözgelmez play in?,turkish super league,sözgelmez --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of miško mirkovic play in?,turkish super league,miško mirkovic --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Kulbilge play in?,turkish super league,Kulbilge --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of nurullah saglam play in?,turkish super league,nurullah saglam --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of oguzhan bahadir play in?,turkish super league,oguzhan bahadir --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Richard Kingson play in?,turkish super league,Richard Kingson --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Bahadir Ozturk play in?,turkish super league,Bahadir Ozturk --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,"Which league does the team of ağçay, sedat play in?",turkish super league,"ağçay, sedat --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league"
pattern_e_team_league,Which league does the team of tolga özgen play in?,turkish super league,tolga özgen --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of zulkuf ozer play in?,turkish super league,zulkuf ozer --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Volkan Yilmaz play in?,turkish super league,Volkan Yilmaz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Yusuf Kurtulus play in?,turkish super league,Yusuf Kurtulus --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of ali gutda gokdemir play in?,turkish super league,ali gutda gokdemir --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of cağlar birinci play in?,turkish super league,cağlar birinci --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Mehmet Nas play in?,turkish super league,Mehmet Nas --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of sedat bayrak play in?,turkish super league,sedat bayrak --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Ersan Gueluem play in?,turkish super league,Ersan Gueluem --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Onder Cengel play in?,turkish super league,Onder Cengel --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Özgür Özkaya play in?,turkish super league,Özgür Özkaya --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of murat tosun play in?,turkish super league,murat tosun --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Mehmet Boztepe play in?,turkish super league,Mehmet Boztepe --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Aydin Karabulut play in?,turkish super league,Aydin Karabulut --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Umit Tutunci play in?,turkish super league,Umit Tutunci --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of ibrahim kas play in?,turkish super league,ibrahim kas --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of İlker Avcıbay play in?,turkish super league,İlker Avcıbay --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Adem Alkasi play in?,turkish super league,Adem Alkasi --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Ahmet Görkem Görk play in?,turkish super league,Ahmet Görkem Görk --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Ahmet Şahin (footballer) play in?,turkish super league,Ahmet Şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of mustafa sarp play in?,turkish super league,mustafa sarp --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of rıdvan şimşek play in?,turkish super league,rıdvan şimşek --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Serdar Gürler play in?,turkish super league,Serdar Gürler --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of ali olmez play in?,turkish super league,ali olmez --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of sezer badur play in?,turkish super league,sezer badur --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of bulent bal play in?,turkish super league,bulent bal --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of bülent ertuğrul play in?,turkish super league,bülent ertuğrul --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of erhan namlı play in?,turkish super league,erhan namlı --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Erman Öncü play in?,turkish super league,Erman Öncü --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of ertugrul arslan play in?,turkish super league,ertugrul arslan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Feridun Sungur play in?,turkish super league,Feridun Sungur --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Arif Şahin play in?,turkish super league,Arif Şahin --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of sinan ozkan play in?,turkish super league,sinan ozkan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of atilla yıldırım play in?,turkish super league,atilla yıldırım --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of guven guneri play in?,turkish super league,guven guneri --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Serdar Ozkan play in?,turkish super league,Serdar Ozkan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of berk yıldız play in?,turkish super league,berk yıldız --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Hasan Ozer play in?,turkish super league,Hasan Ozer --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Kemal Ozdes play in?,turkish super league,Kemal Ozdes --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of erman kılıç play in?,turkish super league,erman kılıç --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Tanju Kayhan play in?,turkish super league,Tanju Kayhan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Korhan Ozturk play in?,turkish super league,Korhan Ozturk --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Taner Yalcin play in?,turkish super league,Taner Yalcin --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Muharrem Uz play in?,turkish super league,Muharrem Uz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of murat selvi play in?,turkish super league,murat selvi --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of noyan öz play in?,turkish super league,noyan öz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Oktay Kuday play in?,turkish super league,Oktay Kuday --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Deniz Yılmaz play in?,turkish super league,Deniz Yılmaz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of mehmet cakir play in?,turkish super league,mehmet cakir --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of atacan ozturk play in?,turkish super league,atacan ozturk --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Taner Demirbas play in?,turkish super league,Taner Demirbas --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of serdar ozbayraktar play in?,turkish super league,serdar ozbayraktar --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Onur Ayık play in?,turkish super league,Onur Ayık --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Batuhan Karadeniz play in?,turkish super league,Batuhan Karadeniz --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Eser Yağmur play in?,turkish super league,Eser Yağmur --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Murat Kalkan play in?,turkish super league,Murat Kalkan --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of kenan şahin (footballer) play in?,turkish super league,kenan şahin (footballer) --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Birol Hikmet play in?,turkish super league,Birol Hikmet --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of Orkun Uşak play in?,turkish super league,Orkun Uşak --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of orhan ak play in?,turkish super league,orhan ak --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of ismail isa mustafa play in?,turkish super league,ismail isa mustafa --[member of sports team]--> sanica boru elâzığspor --[league]--> turkish super league
pattern_e_team_league,Which league does the team of egemen korkmaz play in?,Bank Asya 1.League,egemen korkmaz --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Enes Kubat play in?,Bank Asya 1.League,Enes Kubat --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of deniz aslan play in?,Bank Asya 1.League,deniz aslan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Efecan Karaca play in?,Bank Asya 1.League,Efecan Karaca --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of gokhan emreciksin play in?,Bank Asya 1.League,gokhan emreciksin --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Uğur Demirok play in?,Bank Asya 1.League,Uğur Demirok --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Murat Akyuez play in?,Bank Asya 1.League,Murat Akyuez --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of emrah eren play in?,Bank Asya 1.League,emrah eren --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Semih Kaya play in?,Bank Asya 1.League,Semih Kaya --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of ethem pülgir play in?,Bank Asya 1.League,ethem pülgir --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of yaser yildiz play in?,Bank Asya 1.League,yaser yildiz --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of fatih şen play in?,Bank Asya 1.League,fatih şen --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Zafer Cevik play in?,Bank Asya 1.League,Zafer Cevik --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of kaya tarakcı play in?,Bank Asya 1.League,kaya tarakcı --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of uğur yılmaz play in?,Bank Asya 1.League,uğur yılmaz --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of halil zeybek play in?,Bank Asya 1.League,halil zeybek --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of mehmet gurkan ozturk play in?,Bank Asya 1.League,mehmet gurkan ozturk --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of haydar yılmaz play in?,Bank Asya 1.League,haydar yılmaz --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Cem Tosun play in?,Bank Asya 1.League,Cem Tosun --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Fahri Tatan play in?,Bank Asya 1.League,Fahri Tatan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Mehmet Uslu play in?,Bank Asya 1.League,Mehmet Uslu --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of mehmet al play in?,Bank Asya 1.League,mehmet al --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Mehmet Turkmehmet play in?,Bank Asya 1.League,Mehmet Turkmehmet --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Muhammed Türkmen play in?,Bank Asya 1.League,Muhammed Türkmen --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of olgay coskun play in?,Bank Asya 1.League,olgay coskun --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of oğuz dağlaroğlu play in?,Bank Asya 1.League,oğuz dağlaroğlu --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of emrullah güvenç play in?,Bank Asya 1.League,emrullah güvenç --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of volkan demirel play in?,Bank Asya 1.League,volkan demirel --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of serkan ozsoy play in?,Bank Asya 1.League,serkan ozsoy --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of ugur akdemir play in?,Bank Asya 1.League,ugur akdemir --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of erman özgür play in?,Bank Asya 1.League,erman özgür --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of erdem özgenç play in?,Bank Asya 1.League,erdem özgenç --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of yasin celik play in?,Bank Asya 1.League,yasin celik --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Murat Onur play in?,Bank Asya 1.League,Murat Onur --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Onder Cengel play in?,Bank Asya 1.League,Onder Cengel --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of ozden onguen play in?,Bank Asya 1.League,ozden onguen --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Abdullah Karmil play in?,Bank Asya 1.League,Abdullah Karmil --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Umit Tutunci play in?,Bank Asya 1.League,Umit Tutunci --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Iskender Alın play in?,Bank Asya 1.League,Iskender Alın --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Ayibogan play in?,Bank Asya 1.League,Ayibogan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of adem sari play in?,Bank Asya 1.League,adem sari --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Erhan Senturk play in?,Bank Asya 1.League,Erhan Senturk --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Cahit Paşa play in?,Bank Asya 1.League,Cahit Paşa --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Kürşat Duymuş play in?,Bank Asya 1.League,Kürşat Duymuş --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Ender Alkan play in?,Bank Asya 1.League,Ender Alkan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Arif Şahin play in?,Bank Asya 1.League,Arif Şahin --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
