entity_id,name,description
Q8063474,zabel sibil asadour,"Zabel Asadour (Armenian: Զապէլ Ասատուր) better known by her literary pseudonym Sibil (Armenian: Սիպիլ) was born as Zabel Khanjian (Armenian: Զապէլ Խանճեան), July 23, 1863 in Üsküdar district, İstanbul - June 19, 1934), was a famous Ottoman Armenian poet, writer, publisher, educator and philanthropist."
Q806415,Bandirmaspor,"Bandırmaspor is a professional Turkish football club located in the town of Bandırma, Balıkesir Province. The club was founded in 1965 and plays in TFF Second League."
Q8064279,zafer kılıçkan,"Zafer Kılıçkan (born February 22, 1973 in Gölcük) is a former Turkish football midfielder who last played for USL First Division side Minnesota Thunder."
Q8064280,Zafer Kalaycıoğlu,"Zafer Kalaycıoğlu (born 1 March 1965 Kayseri, Turkey) is a Turkish professional basketball coach. He is currently coaching the Turkish pro side Mersin Büyükşehir Belediyesi."
Q8064281,zafer hanim,"Zafer Hanım was the first Turkish novelist, writing one novel. Her birth and death dates are unknown. According to contemporaneous writer Mehmet Zihni, she was a member of Fuat Pasha's family. Her husband was Kabuli Pasha, who died before Zafer Hanım wrote her novel.Zafer Hanım published her novel, named Aşk-ı Vatan (Love of Motherland), in 1877. It is about two slave girls (Turkish: cariye) named Gülbeyaz and Refia, who were Spaniards. According to Mehmet Zihni, the literary form of the novel was narration rather than fiction. Probably it was a narration of the true life story of two girls living in Laz Ahmet Pasha's house.Zafer Hanım's long forgotten novel was unearthed by Zehra Toska of Boğaziçi University, who published the novel in 1994 (Oğlak Yayınları Publishing Co.).Until recently Fatma Aliye, who wrote her first novel 14 years later than Zafer Hanım, was considered to be the first Turkish woman novelist. Now the critics disagree on who should be considered the first woman novelist. Since Zafer Hanım wrote only one novel, some critics still give priority to Fatma Aliye."
Q8064289,zafer şakar,"Zafer Şakar (born 25 September 1985 in Malatya, Turkey) is a Turkish football midfielder who plays for Körfez FK in the TFF Second League.Şakar previously played for Galatasaray, Denizlispor, Samsunspor, Beylerbeyi S.K., Boluspor, Diyarbakırspor, Güngörenspor and Gaziantep Büyükşehir Belediyespor. Zafer is a product of the Galatasaray Youth Team.Şakar played for Turkey at the 2005 FIFA World Youth Championship in the Netherlands."
Q8066722,zarema khalilova,"Zarema (Halilova) is a Crimean, Turkish and American singer, songwriter and actress of Crimean Tatar descent. She was born while the ethnic Crimean Tatars were in deportation in Uzbekistan, having been expelled from their native lands on the Crimean Peninsula in the Black Sea as part of the USSR's ethnic cleansing (later recognized by the Ukrainian government in November, 2015 as genocide). It was not until 1989, after the fall of the USSR that the Crimean Tatars were allowed to return to their homeland of Crimea.Zarema achieved critical acclaim throughout Europe with her self-titled debut Turkish language album released by Sony BMG Music Entertainment Turkey in 2007. The songs on the album were all written and sung by Zarema, herself. Her music video, ""Atak"" reached number one music video status on many television channels in Turkey, including Kral TV, Genç TV, MTV, Number One TV, and Viva! TV and was the first ever video in Turkey to exceed 400,000 views on Youtube.com.In late 2008, Zarema moved to Los Angeles, California  and in 2012 became a United States citizen. She has written many songs in English, a number of which have attracted considerable attention on online Music pools and have been played on numerous American radio stations.A graduate of the National University of Theatre, Film and Television in Kiev, Ukraine, Zarema has pursued an acting career in the United States, graduating from the Stella Adler Academy of Acting in Hollywood and studying under various reputable acting coaches. She became a member of the American Federation of Television and Radio Artists (AFTRA) in 2009 and in 2010 became a member of the Screen Actors Guild (SAG, now SAG-AFTRA).Fluent in Russian, Turkish, Ukrainian, Crimean Tatar, and English, Zarema has been sought-after for her multi-lingual voice-over work, performing on numerous popular movies and television shows, including ""Madam Secretary"", ""Criminal Minds-Beyond Borders"", ""Castle"", ""Arrow"", ""Wayne"", ""Covert Affairs"", ""Darkest Hour"", ""Legends of Tomorrow"", ""Jack Ryan"", ""The Brave"", ""Taken"" and ""Homeland""."
Q8067594,zaza enden,"Zaza Enden (born Zaza Eladze on May 28, 1976 in Tbilisi, Georgian Soviet Socialist Republic, Soviet Union (present Georgia) is a professional wrestler and a Turkish professional basketball player of Georgian descent. He is 2.06 m tall and weighs 115 kg. His well-known nickname is ""Tatu"". Zaza Enden plays at the power forward and center position. He came to Turkey in 1992, then he had his Turkish citizenship.As the player-coach for Akçakoca Poyraz in Düzce Enden helped his team win promotion to the Second Basketball League at the end of the season 2006-07.In 2010, Enden joined the professional wrestling promotion Turkish Power Wrestling."
Q8068669,Zeki Demir,"Zeki Demir (born June 6, 1982 in Istanbul, Turkey) is a European champion Turkish karateka competing in the kumite -80 kg division. He is a member of the İstanbul Büyükşehir Belediyesi S.K..His younger brother İdris Demir is also a national karateka competing in the kumite -65 kg weight class."
Q8068673,zeki önatlı,Zeki Önatlı (born 30 October 1967) is a former Turkish footballer and currently coach.
Q8068773,Zeliha Şimşek,"Zeliha Şimşek, (April 30, 1981 in İskenderun, Hatay Province), is a Turkish women's footballer and trainer. Currently, she plays as a midfielder in the Turkish Women's Second League for Orduspor with jersey number 13. She was formerly on the Trabzonspor women's team, which she co-founded in 2007. She captained and also coached the team until they folded."
Q8069966,zeytinburnu stadium,"Zeytinburnu Stadı (English: Zeytinburnu Stadium) is a football stadium, home ground of the Turkish Regional Amateur League team Zeytinburnuspor since 1984, located in Zeytinburnu, Istanbul. The stadium is an all-seater stadium and holds a total capacity of 16,000 people and is uncovered.The stadium briefly housed the Turkish Third League team İstanbulspor A.Ş. in 2004.The stadium is occasionally in use for public holiday ceremonies."
Q8077521,Cankaya Koeskue,"The Çankaya Mansion was the official residence of the Presidency and until 2018 was the residence of the Premiership of Turkey. It is located in the Çankaya district of Ankara, which lends its name to the palace. The Çankaya Campus is home to several buildings, including the mansion and stretches over 438 acres of land with its unique place in the history of the Turkish Republic. The Çankaya Campus houses Atatürk's Museum Mansion, the Çankaya Mansion, the office of the Chief Aide-de-Camp, the Glass Mansion, State Supervision Council, the Financial Affairs and Preservation Directorate buildings, Press Conference Hall, reception halls, fire department building, social facility, garage, greenhouse, artificial turf sports area, tennis court and employee lodgings.Since the transition to a Presidential system in 2018, the Çankaya Mansion has served as the official residence of the Vice President of Turkey."
Q8077542,group carsi,"Beşiktaş Çarşı Grubu (referred to simply as Çarşı) is the best known supporter group of BJK (Beşiktaş Gymnastics Club, notably including the Beşiktaş football club).At their home ground in Vodafone Arena,  Çarşı locate themselves on the Kapalı  (Covered Stand) and are known for their social and political commentary, choreography, and genuine manner of chanting.There are lots of catch-phrases of the group, “Çarşı, her şeye karşı!” (English: ‘’Çarşı is against everything!”') being probably the most famous one. Çarşı's symbol refers to the symbol of anarchism and has a common fame for the left-leaning character of its supporters who are regarded as anti-racist, anti-fascist, anti-sexist, pluralist and ecologist.In May 2008, Çarşı disbanded itself unexpectedly.  However, in the 2013 Turkish protests, Çarşı was a central mobilizing force for anti-Erdogan protests."
Q8077572,Cavuskoey,"Çavuşköy is a town in the Kastamonu Province of Turkey.  Located in what was once called Paphlagonia, The economy is primarily agricultural."
Q807762,Barbaros Barut,Barbaros Barut (born 26 January 1983 in Munich) is a Turkish-German football midfielder who currently plays for Manisaspor.
Q8077752,Cigdem Dede,"Çiğdem Dede (born February 27, 1980 in Gaziantep, Turkey) is a Turkish female powerlifter competing in the −44 kg division. She won the silver medal at the 2012 Paralympics. She is a dwarf athlete of Ankara Guven Spor, where she is coached by Mustafa Doğan.She became paralyzed at the age of six due to wrong injection given to her leg."
Q8077753,çiğdem özyaman,"Çiğdem Özyaman (born 1985 in Düzce, Turkey) is a Turkish sport shooter competing in the skeet event. The 170 cm (5 ft 7 in) tall athlete at 58 kg (128 lb) is right-handed.She began sport shooting at the age of 14 with her father's encouragement. She serves as a teacher of physical education in a primary school at Bolu after her graduation from Selçuk University.Çiğdem Özyaman qualified to participate in the skeet event at the 2012 Summer Olympics with her gold medal achieved at the 2011 European Shooting Championships held in Belgrade, Serbia. She was one of the first two Turkish female Olympic sport shooters; the other being Nihan Kantarcı, who was selected to compete in the trap event."
Q8077755,Çiğli (İZBAN),"Çiğli railway station (Turkish: Çiğli garı) is a railway station in İzmir, Turkey. The station is within the Çiğli district of the city and is a stop for all trains on the line. İZBAN operates commuter trains north to Aliağa and Menemen and south to Alsancak and Tepeköy. TCDD Taşımacılık operates seven trains, five intercity and two regional, to Eskişehir, Bandırma, Balıkesir, Soma, Uşak and Alaşehir. Çiğli was the northern terminus of the Çiğli suburban for 140 years, since the service began in 1865 until it ended in 2005."
Q8077813,Çukurova motorway,"Çukurova motorway (Turkish: Çukurova otoyolu) is the unofficial name of the  motorway (Turkish: otoyol) of Çukurova (ancient Cilicia) in Turkey. It is actually composed of the motorways  O-51 (from Mersin to Adana),  O-53 (from Ceyhan to İskenderun) and a part of  O-52 (between O-51 and O-53)."
Q8077817,"cukuryurt, eskil","Çukuryurt is a village in the District of Eskil, Aksaray Province, Turkey."
Q8078948,ömer aslanoglu,"Ömer Aslanoğlu (born May 23, 1988) is a Turkish former swimmer, who specialized in the breaststroke events. He represented his nation Turkey at the 2008 Summer Olympics, and also swam for Galatasaray Sports Club (Turkish: Galatasaray Spor Kulübü).Aslanoglu competed as a member of the Turkish squad in the men's 200 m breaststroke at the 2008 Summer Olympics in Beijing. Leading up to the Games, he eclipsed a FINA B-standard entry time of 2:17.85 from the Speedo Turkish Open Senior Championships in Izmir. Swimming in heat one, Aslanoglu raced steadily to fourth place and fifty-first overall with a time of 2:17.93, just a slight 0.08 of a second slower than his entry standard."
Q8078953,ömer kemaloğlu,"Ömer Kemaloğlu (born April 2, 1987 in Istanbul, Turkey) is a European champion Turkish karateka competing in the kumite -65 kg division. He is a member of the İstanbul Büyükşehir Belediyesi S.K.."
Q8078957,omer kuyuk,"Ömer Küyük (1900–12 January 2006) was one of the last Turkish veterans of the Turkish War of Independence (1919–1923).Called Turkish: Nişancı Er Ömer, he fought in the Independence War as a marksman private.He lived in the small town of Iskilip in Çorum Province, and died on January 12, 2006  at the age of 106.His memoires from the War of Independence and his daily life along with those of two other veterans, Veysel Turan and Yakup Satar, are depicted in the documentary film Son Buluşma (2007) (English: The Last Meeting) by Nesli Çölgeçen."
Q8078961,omer sepici,"Ömer Sepici (born September 30, 1987 in The Hague) is a Turkish football player who was born and grew up in the Netherlands. He last played as a goalkeeper for Ünyespor in the TFF Third League."
Q8078968,ömer ünver,"Ömer Ünver (born 26 July 1981 in Afyon, Turkey) is a Turkish professional basketball player for Beşiktaş Cola Turka and has great 3pt-shooting skills. He won the 3pt-Shootout in the Allstar Weekend 2008."
Q8079118,JÖH,"The Gendarmerie Special Public Security Command (Turkish: Jandarma Özel Asayiş Komutanlığı) or shortly as JÖAK, is the police tactical unit of the Gendarmerie General Command. It has several missions which include counter-terrorist actions, underwater operations, hostage rescue, riot control, and other high-threat criminal actions. Members of the unit receive extensive training at the Jandarma School at Foça and also from selected Army instructors. All teams companies work under the direction of the police and gendarmerie regions to which they are assigned, but can also receive tasking from the Jandarma Headquarters in Ankara."
Q8079129,Ozgur Gurbulak,"Özgür Gürbulak (born April 30, 1981 in Izmir, Turkey) is a Turkish wheelchair basketball player and Paralympian. He is a 4 point player competing for Beşiktaş JK (wheelchair basketball), and is part of Turkey men's national wheelchair basketball team.Özgür played in the national team, which qualified to the 2012 Summer Olympics."
Q8079132,ozge gurler,"Özge Akın, née Gürler, (born June 17, 1985) is a Turkish female sprinter competing in the 400m events. She is the current Turkish record holder of 400 m and 400 m hurdles events. Following her marriage to her coach, her surname changed to Akın.Competing initially in the long jump and running sprint and middle distance, she specialized in 400 m and 400 m hurdles following her coach's recommendation. Özge Gürler was a member of İzmir Gençlik sports club, Anadolu University, Ankara MTA and İzmir Metropolitan Municipality sports club before she transferred to Enkaspor in Istanbul. She studied Physical Education and Sports at the Ege University in Izmir.Özge Gürler participated at the 2005 Mediterranean Games in Almería, Spain in the 4x100 m relay, 400 m hurdles and 4x400 m relay events. She ran bronze medal with her teammates Birsen Bekgöz, Pınar Saka and Binnaz Uslu in 4x400 m relay.She was admitted to the Turkey's national athletic team at the 2008 Beijing Olympics for 400 m hurdles despite an injury at her foot. However, since her injury could not be cured out completely, she did not show at the competition's final run.Özge Akın qualified for participation in the 4x400 m relay event at the 2012 Summer Olympics. She won a silver medal in the 4x400 m relay event with her teammates Birsen Engin, Esma Aydemir and Sema Apak as well as a bronze medal in the 400 m hurdles event at the 2013 Islamic Solidarity Games held in Palembang, Indonesia."
Q8079135,ozkan hayirli,"Özkan Hayırlı (born May 27, 1984 in İstanbul) is a Turkish volleyball player. He is 200 cm tall and plays as middle blocker. He has been playing for Fenerbahçe SK since 2009 and wears the number 1. He played 85 times for the national team and also played for İstanbul B.Ş.Bld. He studied at Istanbul University.He signed a contract on 27 June 2009."
Q8079144,Özlem Becerikli,"Özlem Becerikli (born March 21, 1980 in Balıkesir, Turkey) is a Turkish female powerlifter of class PO competing in the -56 kg division, and a Paralympian. She is a member of the Kocaeli Büyükşehir Belediyesi Kağıtspor, where she is coached by Şule Şahbaz."
Q8079147,Özlem Kaya,"Özlem Kaya (pronounced [ˈœzlæm kaˈja]; born April 20, 1990 in Ardahan, Turkey) is a Turkish female middle-distance runner. The 165 cm (5 ft 5 in) tall athlete at 49 kg (108 lb) is a member of Üsküdar Belediye Sports Club in Istanbul, where she is coached by Aytaç Özbakır.Kaya qualified for participation in the 3000 m steeplechase event at the 2012 Olympics."
Q8079465,Ümit Bilican,Ümit Bilican (born 29 March 1981) is a Turkish professional footballer who has played for several clubs in Europe.
Q8079469,ümit bozkurt,"Ümit Bozkurt (born 20 April 1976 in Nizip-Gaziantep, Turkey) is a Turkish retired footballer. He played sweeper and defensive midfield position. Standing at 1.82 m (6 ft 0 in), he recently wore the number 14 jersey.He has previously played for Denizlispor (1997–2000), Beşiktaş J.K. (2000–02), Gençlerbirliği (2002–05), Konyaspor (2005–06)."
Q8079472,Ümit Sonkol,"Ümit Sonkol (born July 24, 1982) is a Turkish professional basketball player for Merkezefendi Belediyesi Denizli Basket of the Turkish Basketball First League. He plays the power forward position."
Q8079473,Umit Can Batman,Ümit Can Batman (born 26 June 1987 in Seyhan) is a Turkish professional footballer who plays for Kozan Belediyespor. He played previously for Boluspor.
Q8079476,Ümit Kayıhan,Ümit Kayıhan (28 February 1954 – 6 June 2018) was a Turkish former professional footballer and manager.
Q8079477,Ümit Turmuş,"Ümit Turmuş (born 21 June 1960, Turkey) is a Turkish football coach."
Q8079494,ukudar spor kulubu,"Üsküdar Belediyespor (Turkish: Üsküdar Belediyesi Spor Kulübü) is a multi-sports club established 1984 in Istanbul, Turkey by the municipality of Üsküdar district (Turkish: Üsküdar Belediyesi).Üsküdar Belediyespor's main activities are in athletics and combat sports as boxing, handball, Judo, Karate, Taekwondo and wrestling.The handball team plays its home matches at the Bağlarbaşı Sports Hall in Üsküdar."
Q8080018,Ibrahim Arat,"İbrahim Arat (born December 2, 1988 in Izmir, Turkey) is a Turkish  weightlifter competing in the –94 kg division. The 1.79 m (5 ft 10 in) tall athlete is a member of İzmir Büyükşehir Belediyespor in his hometown, where he is coached by Mücahit Yağcı and Selim Savaş.At the 2011 Summer Universiade held in Shenzhen, China, he became bronze medalist.Arat qualified for participation at the 2012 Summer Olympics  but was withdrawn after his A-sample tested positive for hydroxystanozolol during a drug test. He was suspended for 2 years."
Q8080021,i̇brahim ege,"İbrahim Ege (born 3 February 1983 in Erzurum) is a Turkish retired football player, who played as a defender."
Q8080030,ibrahim celikkol,"İbrahim Çelikkol (born February 14, 1982) is a Turkish TV Series and film actor,  former basketball player and fashion model. His maternal family is Pomak origin who immigrated from Thessaloniki,Greece.His paternal family is of Arab descent."
Q8080031,ISN 297,"İbrahim Şen (born 1 October 1980) is a citizen of Turkey who was held in extrajudicial detention in the United States's Guantanamo Bay detention camps, in Cuba.His Guantanamo Internment Serial Number was 297. The Defense Intelligence Agency reports that following İbrahim Şen's repatriation he ""returned to terrorism"".Şen was interviewed in April 2006 by a Turkish newspaper Vakit. Şen reported that female interrogators sexually abused him and desecrated the Koran, and that guards beat him with iron bars and allowed him to be mauled by dogs when he was in the Kandahar detention facility.  He reported that camp authorities would amputate wounded limbs rather than trying to provide less radical medical care. Şen reported being left for days in what he called ""the insanity room"", where captives were subjected to loud noise. Şen also claimed that most GIs in Guantanamo were Jewish and wore skullcaps and that a Rabbi was present during each interrogation. A Turkish columnist, Aslı Aydintaşbaş, criticized Şen for the ""crude antisemitism"" he showed in his interview. Şen and several other former captives are suing several current and former US officials for the inhumane and illegal conditions of their detention. The other former captives include two other former Turkish captives: Yuksel Celikgogus, Nuri Mert, a former Uzbek named Zakirjan Hasam, and a former Algerian captive Fethi Boucetta.  Like Sen, the two other Turkish captives were repatriated prior to the institution of the Combatant Status Review Tribunals, in August 2004. The Algerian and Uzbek were among the 38 captives who were freed after their CSR Tribunals determined they never should have been classified as ""enemy combatants"". According to the DIA, İbrahim Şen was transferred to Turkey in November 2003. In January 2008, Şen was arrested in Van, Turkey, and charged as the leader of an active al-Qaeda cell."
Q8080040,icadiye,"İcadiye is a neighborhood in the Üsküdar municipality on the Asian side of Istanbul, Turkey. It is centered on İcadiye Hill and is bordered on the north by Kuzguncuk, on the east by Altunizade, on the south by Selami Ali, and on the west by Sultantepe. It is mostly a residential neighborhood, with a few historic houses and buildings.The name of the neighborhood is related to the word for invention (Turkish: icat). It received this name because new types of printing presses invented by Sarkis Kalfa of Kayseri were manufactured in shops there.Several water sources on İcadiye Hill were connected to the historic center of Üsküdar during the Ottoman era. The Mihrimah Sultan Water Line was built in 1547 to bring water to the Mihrimah Sultan Mosque. The Arslan Agha Water Line was built in 1646 to bring water to fountains in Sultantepe and to the Abdi Efendi and Mihrimah Sultan Mosques.The neighborhood has a historic bathhouse, the İcadiye Dağ Hamamı, built in 1854 by Sheikh ul-Islam Arif Hikmet Beyefendi.Because of its strategic location, in the past the neighborhood was the site of two fire towers, Arapzade Tower and Ayarcıbaşı Tower.Mosques in the neighborhood include the Hacı Mehmet Ali Öztürk Mosque (1990) and the Hacı Osmanoğlu Mosque.Schools in the neighborhood include Nersesyan Yermonyan Armenian Private Kindergarten and Elementary School (as of the 2000-2001 school year, this school had no students), Fuat Baymur Elementary School, İcadiye Elementary School, and Üsküdar High School."
Q8080047,"İdrisköy, Dazkırı","İdrisköy is a village in the District of Dazkırı, Afyonkarahisar Province, Turkey."
Q8080050,ihsan eryavuz,"İhsan Eryavuz, also known as ""Topçu"" İhsan (""Artilleryman"" Ihsan), Mehmet İhsan Bey (1877, Scutari (Üsküdar) – March 6, 1947, Istanbul) was a Turkish career officer, government minister and politician. He served as an officer of the Ottoman Army, and as a politician of the Republic of Turkey. He became Minister of the Navy in the cabinets of Ali Fethi Bey (Okyar) and Ismet Pasha (İnönü)On January 26, 1928 Eryavuz was put on trial before the Supreme Court (formerly Ottoman Turkish: Divan'ı Ali‎, today Turkish: Yüce Divan) for charges on defraudation related to the repairs at the battlecruiser TCG Yavuz. He was sentenced to two years of aggravated imprisonment."
Q8080052,i̇hsan sabancı,"İhsan Sabancı (1931–1979) was a Turkish businessman and a second-generation member of the renowned Sabancı family.He was born in 1931 in the village of Akçakaya village in Kayseri Province as the first of six sons of Hacı Ömer Sabancı and Sadıka. His brothers were Sakıp (1933–2004), Hacı (1935–1998), Şevket (1936–), Erol (1938–) and Özdemir (1941–1996), all of whom contributed to the growth of a business imperium from nothing, founded by their father.İhsan dropped out of school, and was a passionate football player in his youth. Unlike his father and brothers, he was not much interested in business. With his father's backing, he dealt with textile and cotton purchasing until 1975, during the time his family’s major business was cotton trade. However, he spent most of his time at the Demirspor football club's facilities in Adana.He married Yüksel in 1953, with whom he had two daughters, Güler (born 1955 in İstanbul) and Nur, and a son, Ahmet Yakup. İhsan had also three more children from his second marriage (religious marriage) with Nevin Tenik in Adana, two daughters, Sevgi Sabancı and Sevilay Sabancı (born 1966), and a son, Murat Sabancı (born 1967).İhsan Sabancı died in 1979 at a young age of 48. After the death in 2004 of İhsan’s brother Sakıp, who led the family-controlled Sabancı Holding, İhsan's daughter Güler Sabancı was appointed the chairperson of the second-biggest industrial and financial conglomerate of Turkey."
Q8080086,&#304;lhan mimaro&#287;lu,"İlhan Kemaleddin Mimaroğlu (Turkish pronunciation: [ˈilhan mimaɾˈoːɫu], March 11, 1926 – July 17, 2012) was a musician and electronic music composer. He was born in Istanbul, Turkey, the son of the famous architect Mimar Kemaleddin Bey depicted on the Turkish lira banknotes, denomination 20 lira, of the 2009 E-9 emission. He graduated from Galatasaray High School in 1945 and the Ankara Law School in 1949. He went to study in New York supported by a Rockefeller Scholarship. He studied musicology at Columbia University under Paul Henry Lang and composition under Douglas Moore.During the 1960s he studied in the Columbia-Princeton Electronic Center under Vladimir Ussachevsky and on occasions worked with Edgard Varèse and Stefan Wolpe. His notable students included Ingram Marshall.He worked as a producer for Atlantic Records, where he created his own record label, Finnadar Records, in 1971. In the same year he collaborated with trumpeter Freddie Hubbard on a moving anti-war statement, Sing Me a Song of Songmy. He also was the producer for Charles Mingus’ Changes One and Changes Two, and contributed to the soundtrack of Federico Fellini's Fellini Satyricon.He was awarded the Guggenheim Fellowship in music composition in 1971.İlhan Mimaroğlu died of pneumonia in 2012."
Q8080097,i̇lyas demir,"İlyas Demir (born June 16, 1985 in Istanbul, Turkey) is a Turkish karateka competing in the kumite -60 kg division. He is a member of the İstanbul Büyükşehir Belediyesi S.K.."
Q8080112,Inanc Koc,"İnanç Koç (born February 9, 1979) is a Turkish professional basketball coach and former player. He played the small forward position. He is currently an assistant coach for the Pınar Karşıyaka of the Turkish Basketball Super League."
Q8080162,İpek Derici,"İpek Derici (born August 19, 1990 in İstanbul, Turkey) is a Turkish female basketball player. The young national plays for Beşiktaş at the forward position. She is 189 centimetres (6.20 ft) tall and weighs 71 kilograms (157 lb). İpek Derici graduated from the University of North Carolina."
Q8080174,irsadi baba,"İrşadi Baba (1806–1877) was one of the most famous Sufi masters of his time in Northeast Anatolia. He was born in Bayburt in modern-day Turkey. He worked as an imam and he was affiliated with one of the Uwaysi lineages of Naqshbandi Tariqa. He wrote sufi poems. He also started writing Stories of Prophets (Kisas-ul Enbiya) in a poetical form. His grandson Aglar Baba completed these series of poems. However, he lost the only copy of this book during World War I. Other poems of İrşadi Baba are well-preserved and published in the Turkish language. Unlike his grandson Aglar Baba, İrşadi Baba used a simple language in his poems. He was more of a folkloric poet and he rarely referred to the scripture and tradition. Some of the major themes he was preoccupied were divine love (Ilah-i Ask), reality (Hakikat) and asceticism (Zuhd)."
Q8080175,İrfan Saraloğlu,"İrfan Saraloğlu (born 16 September 1962 in Ardeşen-Rize) is a Turkish soccer coach and former player. He played for Çaykur Rizespor, Sivasspor, Maltepespor, Erdemir Ereğlispor, Düzcespor, Siirtspor and Keşanspor. He is currently coach of Fenerbahçe S.K.He qualified his A category coaching licence in 1995. He is working for Fenerbahçe S.K. and Fenerbahçe Youth Academy since 1997. He also worked at West Ham United in 2000."
Q8080178,i̇sa kaykun,"İsa Kaykun (born 5 June 1988) is a Turkish professional footballer who currently plays as a defender for 1. FC Bruchsal.Kaykun began his career in Germany, playing for clubs such as SV Waldhof Mannheim and FC Heidelsheim. Kaykun moved to Kasımpaşa on 1 February 2010, signing a contract until May 2014."
Q8080180,İsdemir,"İsdemir is a Turkish steel producer located in İskenderun, Hatay Province on the Mediterranean coast. The name is a contraction of the Turkish language İskenderun Demir ve Çelik A.Ş.,  which means ""İskenderun Iron and Steel CO "". İsdemir is currently an Erdemir venture, another steel works located in Ereğli at the Black Sea coast."
Q8080193,İskender Köksal,"İskender Köksal (born 22 August 1981 in İstanbul) is a Turkish professional footballer who currently plays as a defender for Körfez Belediyespor in the Turkish Second League.He started his professional career with Beşiktaş J.K. and he also played for Yalovaspor, Gebzespor, Yeniköyspor, Anadolu Üsküdar, Balıkesirspor, Kocaelispor, Konya Şekerspor and Balıkesirspor."
Q8080194,"İskender Pasha Mosque, Trabzon","İskender Pasha Mosque is a 16th-century built Ottoman mosque in Trabzon, Turkey.The madrasas in its courtyard no longer exist, and the old graveyard in the west has been done away, leaving only the grave of Iskender Pasha. A number of extensions have been made at various times and this, combined with restorations, has destroyed the originality of the mosque, the stone work of which, however is of the highest quality. The minaret features alternating courses of brick and colored stone. The main plan of the mosque resembles that of the Green Mosque at Iznik. An inscription over the door states that the mosque was built in 1559, and another inscription inform us that restorations endowing the mosque with its present form were carried out in 1882."
Q8080202,Ismail Cem Kurtar,"İsmail Cem Kurtar (born May 21, 1982 in Bursa) is a Turkish volleyball player. He is 194 cm and plays as outside hitter. He has been playing for Galatasaray Yurtiçi Kargo and wears the number 7. He played 84 times for the national team and also played for Fenerbahçe SK, İstanbul B.Şehir Bld. SK, Erdemirspor, Çankaya Belediyespor"
Q8080210,Ismail Keles,"İsmail Keleş (born March 5, 1988 in Ankara, Turkey) is a Turkish sport shooter competing in the pistol events. By profession a non-commissioned officer at the  Turkish Gendarmerie, the 1.68 m (5 ft 6 in) tall athlete at 72 kg (159 lb), is a member of Jandarma Gücü Sports Club, where he is coached by Muhammed Topal.Keleş began with sport shooting in 2007. He has competed since 2008.He qualified for participation in the 10 m air pistol men event at the 2012 Summer Olympics after he won the silver medal at the 2012 ISSF World Cup held in Milan, Italy.  He also competed in the 50 m pistol at the 2012 Summer Olympics.At the 2013 European Shooting Championships held in Osijek, Croatia from July 21 to August 4, he won the silver in the 50 m pistol event together with his team mates Ömer Alimoğlu and Yusuf Dikeç.He competed at the 2016 Summer Olympics in the 10 and 50 m pistol."
Q8080211,İsmail Köse,"İsmail Köse (Turkish pronunciation: [ismaːil cœse], born 1 January 1996) is a Turkish footballer who plays as a midfielder for Manisa Büyüksehir Belediyespor on loan from Göztepe."
Q8080212,Ismail Kartal,"İsmail Kartal (born 15 June 1961), also known as Arap İsmail, is a former Turkish footballer and currently the manager of Çaykur Rizespor."
Q8080222,Ismail Ozgur Goktas,İsmail Özgür Göktaş (born 23 April 1989) is a Turkish footballer who plays for Tarsus Idman Yurdu. He is one of the young players of Bursaspor whom coach Samet Aybaba trusted and gave the opportunity to play 2007–2008 season. He's regarded as a promising right winger. Göktaş loan in Kasımpaşa.
Q8080261,İzmir Mavi Tren,"The İzmir Blue Train (Turkish: İzmir Mavi Tren) is one of the 3, still operating, ""Blue Train"" services.Historically the train was operating between Alsancak station in İzmir and Central Station in Ankara. But in 2006, due to construction works of Egeray, the departure was transferred to Basmane station, but remained there even after the end of constructions. And since 2016, the eastern terminus of the service was shortened to Eskişehir due to the Başkentray project. In 2018, service started between Ankara-İzmir."
Q8080262,İzmit Büyükşehir Belediyesi SK,"İzmir Büyükşehir Belediyespor (Turkish: İzmir Büyükşehir Belediyesi Spor Kulübü) is a multi-sports club established 1979 in İzmir, Turkey by the city's metropolitan municipality (Turkish: İzmir Büyükşehir Belediyesi). The club's colors are blue and white. İzmir Büyükşehir Belediyespor is active in a total of 21 branches, including paralympic and many olympic sports. The men's handball team of the club plays in the Turkish Handball Super League, the women's team in the Turkish Women's Handball Super League and the wheelchair basketball team in the Turkish Wheelchair Basketball Super League successfully."
